abany,abdefect,abnomore,abhlth,abpoor,abrape,absingle,age,sex,race,hispanic,degree,partyid,relig,relactiv,rincom06,z.age,female,white,black,otherrace,collegeed,protestant,catholic,atheist,z.partyid,z.relactiv,z.rincom06,prochoice,se_prochoice
0,0,0,1,0,0,0,25,2,3,1,0,3,1,7,10,-0.689548506,1,0,0,1,0,1,0,0,0.088879513,1.077784214,-0.423704883,-1.102688074,0.377283687
0,0,1,1,1,1,1,59,2,1,0,0,1,2,0,NA,0.286797131,1,1,0,0,0,0,1,0,-0.430821698,-0.419133599,NA,0.165690301,0.146079605
0,1,0,1,1,1,0,80,2,1,0,0,5,1,0,NA,0.889834141,1,1,0,0,0,1,0,0,0.608580724,-0.419133599,NA,-0.111693461,0.150989598
0,0,0,1,0,0,0,81,1,1,0,3,6,2,5,NA,0.91855019,0,1,0,0,1,0,1,0,0.868431329,0.650093411,NA,-1.102688074,0.377283687
0,1,0,1,0,1,0,63,2,2,0,3,NA,NA,5,NA,0.401661323,1,0,1,0,1,NA,NA,NA,NA,0.650093411,NA,-0.438298029,0.256542133
1,1,1,1,1,1,1,48,1,2,0,1,0,1,1,15,-0.029079399,0,0,1,0,0,1,0,0,-0.690672303,-0.205288197,-0.010949007,0.962057214,0.573059215
1,1,1,1,1,1,1,57,1,2,0,1,0,1,0,NA,0.229365034,0,0,1,0,0,1,0,0,-0.690672303,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,29,2,1,1,1,0,4,0,12,-0.574684313,1,1,0,0,0,0,0,1,-0.690672303,-0.419133599,-0.258602533,0.962057214,0.573059215
1,1,1,1,1,1,1,32,1,1,1,4,1,2,0,19,-0.488536169,0,1,0,0,1,0,1,0,-0.430821698,-0.419133599,0.319255694,0.962057214,0.573059215
1,1,1,1,1,1,1,85,2,1,0,4,0,1,0,NA,1.033414382,1,1,0,0,1,1,0,0,-0.690672303,-0.419133599,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,26,2,1,0,1,2,4,0,15,-0.660832458,1,1,0,0,0,0,0,1,-0.170971092,-0.419133599,-0.010949007,-0.438298029,0.256542133
0,1,0,1,0,0,0,20,1,1,1,1,2,2,0,12,-0.833128746,0,1,0,0,0,0,1,0,-0.170971092,-0.419133599,-0.258602533,-0.689739486,0.316600417
0,0,0,1,0,1,0,39,2,1,0,1,5,2,7,2,-0.287523832,1,1,0,0,0,0,1,0,0.608580724,1.077784214,-1.084114286,-0.729203642,0.323631624
1,1,0,1,1,1,1,57,2,1,0,1,0,4,0,4,0.229365034,1,1,0,0,0,0,0,1,-0.690672303,-0.419133599,-0.919011935,0.243179269,0.169995797
1,1,1,1,1,1,1,87,2,1,0,1,6,1,0,NA,1.090846478,1,1,0,0,0,1,0,0,0.868431329,-0.419133599,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,81,2,1,0,0,4,1,0,NA,0.91855019,1,1,0,0,0,1,0,0,0.348730119,-0.419133599,NA,-0.438298029,0.256542133
0,1,1,1,1,1,0,31,1,1,0,1,4,4,0,19,-0.517252217,0,1,0,0,0,0,0,1,0.348730119,-0.419133599,0.319255694,0.026786788,0.127635481
0,1,0,1,0,1,0,31,2,1,0,1,3,4,4,13,-0.517252217,1,1,0,0,0,0,0,1,0.088879513,0.436248009,-0.176051357,-0.438298029,0.256542133
0,1,0,1,0,1,0,61,1,3,1,1,0,4,1,NA,0.344229227,0,0,0,1,0,0,0,1,-0.690672303,-0.205288197,NA,-0.438298029,0.256542133
1,1,1,1,1,1,1,84,1,1,0,3,4,1,0,NA,1.004698334,0,1,0,0,1,1,0,0,0.348730119,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,54,2,1,0,3,2,1,2,NA,0.14321689,1,1,0,0,1,1,0,0,-0.170971092,0.008557205,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,65,1,1,0,3,0,3,0,19,0.45909342,0,1,0,0,1,0,0,0,-0.690672303,-0.419133599,0.319255694,0.962057214,0.573059215
1,1,1,1,1,1,1,34,2,2,0,4,1,11,5,24,-0.431104072,1,0,1,0,1,0,0,0,-0.430821698,0.650093411,0.732011571,0.962057214,0.573059215
0,1,0,1,1,1,0,78,2,1,0,0,0,1,1,NA,0.832402045,1,1,0,0,0,1,0,0,-0.690672303,-0.205288197,NA,-0.111693461,0.150989598
0,1,0,1,0,0,0,73,2,1,1,0,1,2,0,NA,0.688821805,1,1,0,0,0,0,1,0,-0.430821698,-0.419133599,NA,-0.689739486,0.316600417
1,1,1,1,1,1,1,25,2,1,0,1,1,2,0,16,-0.689548506,1,1,0,0,0,0,1,0,-0.430821698,-0.419133599,0.071602168,0.962057214,0.573059215
1,1,1,1,1,1,1,30,2,1,0,4,3,1,2,21,-0.545968265,1,1,0,0,1,1,0,0,0.088879513,0.008557205,0.484358045,0.962057214,0.573059215
0,1,0,1,0,1,0,40,2,2,0,1,1,1,0,15,-0.258807784,1,0,1,0,0,1,0,0,-0.430821698,-0.419133599,-0.010949007,-0.438298029,0.256542133
1,1,0,1,1,0,0,25,1,2,0,1,3,4,0,7,-0.689548506,0,0,1,0,0,0,0,1,0.088879513,-0.419133599,-0.671358409,-0.027963339,0.131234175
1,1,1,1,1,1,0,55,1,3,1,3,0,2,0,18,0.171932938,0,0,0,1,1,0,1,0,-0.690672303,-0.419133599,0.236704519,0.158220972,0.144443559
1,1,1,1,1,1,0,19,2,3,1,0,2,1,0,NA,-0.861844794,1,0,0,1,0,1,0,0,-0.170971092,-0.419133599,NA,0.158220972,0.144443559
0,0,0,0,0,0,0,31,2,3,1,0,4,11,2,8,-0.517252217,1,0,0,1,0,0,0,0,0.348730119,0.008557205,-0.588807234,-1.716551686,0.515365984
1,1,1,1,1,1,1,70,2,1,0,4,0,2,0,NA,0.60267366,1,1,0,0,1,0,1,0,-0.690672303,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,50,2,3,1,1,3,1,5,NA,0.028352698,1,0,0,1,0,1,0,0,0.088879513,0.650093411,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,36,2,1,1,1,0,11,3,13,-0.373671976,1,1,0,0,0,0,0,0,-0.690672303,0.222402607,-0.176051357,-0.438298029,0.256542133
1,1,1,1,1,1,1,34,2,3,1,1,2,2,0,14,-0.431104072,1,0,0,1,0,0,1,0,-0.170971092,-0.419133599,-0.093500182,0.962057214,0.573059215
0,1,0,1,0,1,0,19,2,3,1,1,2,2,2,1,-0.861844794,1,0,0,1,0,0,1,0,-0.170971092,0.008557205,-1.166665461,-0.438298029,0.256542133
0,0,0,0,0,0,0,66,1,3,1,1,1,2,0,20,0.487809468,0,0,0,1,0,0,1,0,-0.430821698,-0.419133599,0.40180687,-1.716551686,0.515365984
1,1,1,1,1,1,1,73,2,1,0,4,0,3,0,NA,0.688821805,1,1,0,0,1,0,0,0,-0.690672303,-0.419133599,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,74,2,1,0,0,4,10,1,NA,0.717537853,1,1,0,0,0,0,0,0,0.348730119,-0.205288197,NA,-0.438298029,0.256542133
0,1,0,1,0,0,0,36,2,3,1,0,5,2,0,NA,-0.373671976,1,0,0,1,0,0,1,0,0.608580724,-0.419133599,NA,-0.689739486,0.316600417
1,1,1,0,1,0,0,23,1,2,0,1,1,4,0,NA,-0.746980602,0,0,1,0,0,0,0,1,-0.430821698,-0.419133599,NA,0.043181628,0.128330964
1,1,1,1,1,1,1,64,2,1,0,4,6,1,0,11,0.430377371,1,1,0,0,1,1,0,0,0.868431329,-0.419133599,-0.341153708,0.962057214,0.573059215
1,1,1,1,1,1,1,39,2,3,0,1,2,4,0,3,-0.287523832,1,0,0,1,0,0,0,1,-0.170971092,-0.419133599,-1.001563111,0.962057214,0.573059215
0,1,0,1,0,1,1,74,1,1,0,3,0,2,7,NA,0.717537853,0,1,0,0,1,0,1,0,-0.690672303,1.077784214,NA,-0.057374135,0.136837285
1,1,1,1,1,1,1,45,2,1,0,3,NA,1,0,20,-0.115227543,1,1,0,0,1,1,0,0,NA,-0.419133599,0.40180687,0.962057214,0.573059215
0,0,0,0,0,0,0,69,2,1,0,1,6,1,2,NA,0.573957612,1,1,0,0,0,1,0,0,0.868431329,0.008557205,NA,-1.716551686,0.515365984
1,1,1,1,1,1,1,42,2,1,0,4,0,2,3,19,-0.201375687,1,1,0,0,1,0,1,0,-0.690672303,0.222402607,0.319255694,0.962057214,0.573059215
0,1,0,1,0,0,0,70,1,1,0,4,5,1,0,9,0.60267366,0,1,0,0,1,1,0,0,0.608580724,-0.419133599,-0.506256059,-0.689739486,0.316600417
1,1,1,1,1,1,1,53,2,1,0,1,NA,2,2,14,0.114500842,1,1,0,0,0,0,1,0,NA,0.008557205,-0.093500182,0.962057214,0.573059215
0,1,1,1,1,1,1,29,1,1,0,3,2,2,1,20,-0.574684313,0,1,0,0,1,0,1,0,-0.170971092,-0.205288197,0.40180687,0.250984039,0.173132724
1,1,1,1,1,1,1,28,1,3,0,1,1,5,0,1,-0.603400361,0,0,0,1,0,0,0,0,-0.430821698,-0.419133599,-1.166665461,0.962057214,0.573059215
1,1,1,1,1,1,1,50,2,1,0,4,0,4,0,9,0.028352698,1,1,0,0,1,0,0,1,-0.690672303,-0.419133599,-0.506256059,0.962057214,0.573059215
1,1,1,1,1,1,1,57,2,1,0,1,4,2,0,15,0.229365034,1,1,0,0,0,0,1,0,0.348730119,-0.419133599,-0.010949007,0.962057214,0.573059215
1,1,1,1,1,1,1,40,1,1,0,1,0,4,2,25,-0.258807784,0,1,0,0,0,0,0,1,-0.690672303,0.008557205,0.814562746,0.962057214,0.573059215
1,1,1,1,0,1,1,32,2,1,0,1,1,5,0,17,-0.488536169,1,1,0,0,0,0,0,0,-0.430821698,-0.419133599,0.154153344,0.219128625,0.161146865
0,0,0,1,0,1,0,30,2,1,0,3,6,2,2,20,-0.545968265,1,1,0,0,1,0,1,0,0.868431329,0.008557205,0.40180687,-0.729203642,0.323631624
0,0,0,0,0,1,0,49,1,1,0,3,5,1,7,25,-0.000363351,0,1,0,0,1,1,0,0,0.608580724,1.077784214,0.814562746,-1.136585879,0.382354647
0,1,0,1,1,1,0,24,2,1,0,3,3,1,3,NA,-0.718264554,1,1,0,0,1,1,0,0,0.088879513,0.222402607,NA,-0.111693461,0.150989598
0,1,0,1,0,1,0,49,2,1,0,3,5,2,3,24,-0.000363351,1,1,0,0,1,0,1,0,0.608580724,0.222402607,0.732011571,-0.438298029,0.256542133
1,1,1,1,1,1,1,66,1,1,0,1,3,NA,NA,13,0.487809468,0,1,0,0,0,NA,NA,NA,0.088879513,NA,-0.176051357,0.962057214,0.573059215
1,1,1,1,1,1,1,67,1,3,0,4,0,7,1,25,0.516525516,0,0,0,1,1,0,0,0,-0.690672303,-0.205288197,0.814562746,0.962057214,0.573059215
1,1,0,1,0,1,0,69,2,1,0,3,6,2,2,NA,0.573957612,1,1,0,0,1,0,1,0,0.868431329,0.008557205,NA,-0.139170572,0.159109936
1,1,1,1,1,1,1,65,1,1,0,1,0,1,2,21,0.45909342,0,1,0,0,0,1,0,0,-0.690672303,0.008557205,0.484358045,0.962057214,0.573059215
1,1,1,1,1,1,1,52,1,1,0,1,6,10,3,22,0.085784794,0,1,0,0,0,0,0,0,0.868431329,0.222402607,0.56690922,0.962057214,0.573059215
1,1,1,1,1,1,1,60,1,1,0,1,2,4,0,25,0.315513179,0,1,0,0,0,0,0,1,-0.170971092,-0.419133599,0.814562746,0.962057214,0.573059215
0,1,0,1,0,1,0,36,2,1,0,4,5,1,2,20,-0.373671976,1,1,0,0,1,1,0,0,0.608580724,0.008557205,0.40180687,-0.438298029,0.256542133
0,1,1,1,1,1,0,23,1,2,1,1,0,1,0,NA,-0.746980602,0,0,1,0,0,1,0,0,-0.690672303,-0.419133599,NA,0.026786788,0.127635481
0,1,0,1,0,1,0,19,1,1,0,0,2,3,0,16,-0.861844794,0,1,0,0,0,0,0,0,-0.170971092,-0.419133599,0.071602168,-0.438298029,0.256542133
0,1,0,1,0,1,0,33,1,3,1,1,3,1,0,19,-0.459820121,0,0,0,1,0,1,0,0,0.088879513,-0.419133599,0.319255694,-0.438298029,0.256542133
1,1,1,1,1,1,1,38,2,2,0,2,1,2,2,16,-0.31623988,1,0,1,0,0,0,1,0,-0.430821698,0.008557205,0.071602168,0.962057214,0.573059215
1,1,1,1,1,1,1,23,1,1,0,1,1,4,0,3,-0.746980602,0,1,0,0,0,0,0,1,-0.430821698,-0.419133599,-1.001563111,0.962057214,0.573059215
1,1,1,1,1,1,1,55,2,2,0,1,0,1,3,NA,0.171932938,1,0,1,0,0,1,0,0,-0.690672303,0.222402607,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,64,2,1,0,3,1,2,0,NA,0.430377371,1,1,0,0,1,0,1,0,-0.430821698,-0.419133599,NA,0.962057214,0.573059215
0,1,0,1,1,1,1,58,1,1,0,1,4,1,1,22,0.258081083,0,1,0,0,0,1,0,0,0.348730119,-0.205288197,0.56690922,0.085844409,0.132549494
0,0,0,0,0,0,0,52,2,1,0,1,2,2,3,21,0.085784794,1,1,0,0,0,0,1,0,-0.170971092,0.222402607,0.484358045,-1.716551686,0.515365984
1,1,1,1,1,1,1,70,1,1,0,3,0,4,2,23,0.60267366,0,1,0,0,1,0,0,1,-0.690672303,0.008557205,0.649460396,0.962057214,0.573059215
1,1,1,1,1,1,1,31,2,1,0,3,NA,1,4,20,-0.517252217,1,1,0,0,1,1,0,0,NA,0.436248009,0.40180687,0.962057214,0.573059215
1,1,1,1,1,1,1,35,1,1,0,4,2,2,2,25,-0.402388024,0,1,0,0,1,0,1,0,-0.170971092,0.008557205,0.814562746,0.962057214,0.573059215
0,1,1,1,0,1,1,72,2,1,0,1,0,1,4,14,0.660105756,1,1,0,0,0,1,0,0,-0.690672303,0.436248009,-0.093500182,0.070614948,0.130746381
1,1,1,1,1,1,1,37,2,2,0,3,1,1,7,13,-0.344955928,1,0,1,0,1,1,0,0,-0.430821698,1.077784214,-0.176051357,0.962057214,0.573059215
0,0,0,1,0,0,0,35,2,1,0,3,1,1,5,19,-0.402388024,1,1,0,0,1,1,0,0,-0.430821698,0.650093411,0.319255694,-1.102688074,0.377283687
0,1,1,1,0,1,0,62,2,2,0,1,0,1,4,18,0.372945275,1,0,1,0,0,1,0,0,-0.690672303,0.436248009,0.236704519,-0.132540911,0.157111797
0,1,0,1,0,1,0,70,1,1,0,3,6,1,3,5,0.60267366,0,1,0,0,1,1,0,0,0.868431329,0.222402607,-0.83646076,-0.438298029,0.256542133
1,1,1,1,1,1,1,57,2,3,0,4,1,4,0,21,0.229365034,1,0,0,1,1,0,0,1,-0.430821698,-0.419133599,0.484358045,0.962057214,0.573059215
1,1,1,1,1,1,1,55,1,1,0,4,6,4,0,NA,0.171932938,0,1,0,0,1,0,0,1,0.868431329,-0.419133599,NA,0.962057214,0.573059215
0,0,0,0,0,0,0,39,1,2,0,1,4,11,6,NA,-0.287523832,0,0,1,0,0,0,0,0,0.348730119,0.863938813,NA,-1.716551686,0.515365984
0,1,0,1,0,1,0,52,1,2,0,3,2,11,2,NA,0.085784794,0,0,1,0,1,0,0,0,-0.170971092,0.008557205,NA,-0.438298029,0.256542133
1,1,1,1,1,1,1,42,2,2,0,1,3,1,0,11,-0.201375687,1,0,1,0,0,1,0,0,0.088879513,-0.419133599,-0.341153708,0.962057214,0.573059215
0,1,0,1,0,1,0,46,2,2,0,0,4,1,0,NA,-0.086511495,1,0,1,0,0,1,0,0,0.348730119,-0.419133599,NA,-0.438298029,0.256542133
0,1,0,1,0,1,0,89,2,1,0,1,1,1,0,NA,1.148278575,1,1,0,0,0,1,0,0,-0.430821698,-0.419133599,NA,-0.438298029,0.256542133
1,1,0,1,1,1,1,18,2,2,0,0,2,1,0,NA,-0.890560843,1,0,1,0,0,1,0,0,-0.170971092,-0.419133599,NA,0.243179269,0.169995797
1,1,1,1,1,1,1,41,1,1,0,1,4,5,1,25,-0.230091736,0,1,0,0,0,0,0,0,0.348730119,-0.205288197,0.814562746,0.962057214,0.573059215
1,1,1,1,1,1,1,56,1,1,0,4,5,1,1,25,0.200648986,0,1,0,0,1,1,0,0,0.608580724,-0.205288197,0.814562746,0.962057214,0.573059215
1,1,1,1,1,1,1,45,1,1,0,1,5,1,1,9,-0.115227543,0,1,0,0,0,1,0,0,0.608580724,-0.205288197,-0.506256059,0.962057214,0.573059215
1,1,1,1,1,1,1,25,2,1,0,3,1,4,0,17,-0.689548506,1,1,0,0,1,0,0,1,-0.430821698,-0.419133599,0.154153344,0.962057214,0.573059215
1,1,1,1,1,1,1,25,2,3,0,4,2,7,2,1,-0.689548506,1,0,0,1,1,0,0,0,-0.170971092,0.008557205,-1.166665461,0.962057214,0.573059215
1,1,1,1,1,1,1,36,1,1,0,4,1,4,0,3,-0.373671976,0,1,0,0,1,0,0,1,-0.430821698,-0.419133599,-1.001563111,0.962057214,0.573059215
0,1,0,1,0,1,0,44,1,1,0,4,4,2,0,16,-0.143943591,0,1,0,0,1,0,1,0,0.348730119,-0.419133599,0.071602168,-0.438298029,0.256542133
1,1,1,1,1,1,1,59,1,1,0,4,0,1,3,22,0.286797131,0,1,0,0,1,1,0,0,-0.690672303,0.222402607,0.56690922,0.962057214,0.573059215
1,1,1,1,1,1,1,65,1,1,0,3,1,6,8,25,0.45909342,0,1,0,0,1,0,0,0,-0.430821698,1.291629616,0.814562746,0.962057214,0.573059215
1,1,1,1,1,1,1,41,2,1,0,3,1,4,0,NA,-0.230091736,1,1,0,0,1,0,0,1,-0.430821698,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,66,1,1,0,3,0,4,4,NA,0.487809468,0,1,0,0,1,0,0,1,-0.690672303,0.436248009,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,31,1,2,0,4,2,2,3,NA,-0.517252217,0,0,1,0,1,0,1,0,-0.170971092,0.222402607,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,32,1,1,0,4,1,1,2,13,-0.488536169,0,1,0,0,1,1,0,0,-0.430821698,0.008557205,-0.176051357,0.962057214,0.573059215
1,1,1,1,1,1,1,28,1,1,0,3,2,4,0,20,-0.603400361,0,1,0,0,1,0,0,1,-0.170971092,-0.419133599,0.40180687,0.962057214,0.573059215
1,0,0,1,0,1,0,29,2,2,0,1,0,1,2,11,-0.574684313,1,0,1,0,0,1,0,0,-0.690672303,0.008557205,-0.341153708,-0.244152889,0.193054187
1,1,1,1,1,1,1,71,1,1,1,4,5,1,2,NA,0.631389708,0,1,0,0,1,1,0,0,0.608580724,0.008557205,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,44,2,1,0,3,3,1,0,21,-0.143943591,1,1,0,0,1,1,0,0,0.088879513,-0.419133599,0.484358045,0.962057214,0.573059215
1,1,1,1,1,1,1,31,1,1,0,1,3,2,2,NA,-0.517252217,0,1,0,0,0,0,1,0,0.088879513,0.008557205,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,65,1,1,0,1,1,2,0,NA,0.45909342,0,1,0,0,0,0,1,0,-0.430821698,-0.419133599,NA,-0.438298029,0.256542133
0,1,1,1,0,0,0,72,1,1,0,3,5,2,0,NA,0.660105756,0,1,0,0,1,0,1,0,0.608580724,-0.419133599,NA,-0.220899501,0.18524874
0,1,0,1,0,1,0,45,2,1,0,4,4,2,3,11,-0.115227543,1,1,0,0,1,0,1,0,0.348730119,0.222402607,-0.341153708,-0.438298029,0.256542133
0,1,1,1,0,1,0,23,1,1,1,0,2,1,0,NA,-0.746980602,0,1,0,0,0,1,0,0,-0.170971092,-0.419133599,NA,-0.132540911,0.157111797
0,0,0,0,0,0,0,55,1,2,0,1,1,2,0,NA,0.171932938,0,0,1,0,0,0,1,0,-0.430821698,-0.419133599,NA,-1.716551686,0.515365984
0,1,0,1,0,1,0,74,2,1,1,1,0,1,3,8,0.717537853,1,1,0,0,0,1,0,0,-0.690672303,0.222402607,-0.588807234,-0.438298029,0.256542133
1,1,1,1,1,1,1,60,1,3,0,1,0,2,3,9,0.315513179,0,0,0,1,0,0,1,0,-0.690672303,0.222402607,-0.506256059,0.962057214,0.573059215
0,1,0,1,1,1,0,38,1,1,0,0,0,2,7,NA,-0.31623988,0,1,0,0,0,0,1,0,-0.690672303,1.077784214,NA,-0.111693461,0.150989598
1,1,1,1,1,1,1,55,2,1,0,2,3,6,0,13,0.171932938,1,1,0,0,0,0,0,0,0.088879513,-0.419133599,-0.176051357,0.962057214,0.573059215
1,0,1,1,0,1,0,28,1,1,0,3,2,2,0,15,-0.603400361,0,1,0,0,1,0,1,0,-0.170971092,-0.419133599,-0.010949007,-0.050377342,0.135323515
1,1,1,1,1,1,1,75,1,1,0,0,1,2,7,NA,0.746253901,0,1,0,0,0,0,1,0,-0.430821698,1.077784214,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,24,2,1,0,1,2,2,0,16,-0.718264554,1,1,0,0,0,0,1,0,-0.170971092,-0.419133599,0.071602168,0.962057214,0.573059215
1,1,0,1,0,1,0,53,2,1,0,2,1,2,2,NA,0.114500842,1,1,0,0,0,0,1,0,-0.430821698,0.008557205,NA,-0.139170572,0.159109936
1,1,1,1,1,1,1,40,2,1,0,2,4,1,2,19,-0.258807784,1,1,0,0,0,1,0,0,0.348730119,0.008557205,0.319255694,0.962057214,0.573059215
0,1,0,1,0,1,0,55,2,1,0,3,3,2,3,18,0.171932938,1,1,0,0,1,0,1,0,0.088879513,0.222402607,0.236704519,-0.438298029,0.256542133
1,1,1,1,1,1,1,70,1,1,0,1,3,2,0,NA,0.60267366,0,1,0,0,0,0,1,0,0.088879513,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,63,1,1,0,1,1,1,0,17,0.401661323,0,1,0,0,0,1,0,0,-0.430821698,-0.419133599,0.154153344,0.962057214,0.573059215
0,1,0,1,0,1,0,69,2,1,0,3,4,2,2,NA,0.573957612,1,1,0,0,1,0,1,0,0.348730119,0.008557205,NA,-0.438298029,0.256542133
1,1,1,1,1,1,1,38,1,1,0,3,2,2,0,25,-0.31623988,0,1,0,0,1,0,1,0,-0.170971092,-0.419133599,0.814562746,0.962057214,0.573059215
1,1,1,1,1,1,1,63,1,1,0,3,3,11,3,NA,0.401661323,0,1,0,0,1,0,0,0,0.088879513,0.222402607,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,43,1,1,0,4,5,1,4,NA,-0.172659639,0,1,0,0,1,1,0,0,0.608580724,0.436248009,NA,-0.438298029,0.256542133
0,1,0,1,0,1,0,31,1,1,0,0,3,4,0,19,-0.517252217,0,1,0,0,0,0,0,1,0.088879513,-0.419133599,0.319255694,-0.438298029,0.256542133
0,1,0,1,0,1,0,54,2,1,0,4,2,2,2,21,0.14321689,1,1,0,0,1,0,1,0,-0.170971092,0.008557205,0.484358045,-0.438298029,0.256542133
1,1,1,1,1,1,1,38,1,1,0,4,2,3,2,25,-0.31623988,0,1,0,0,1,0,0,0,-0.170971092,0.008557205,0.814562746,0.962057214,0.573059215
1,1,1,1,1,1,1,47,2,1,0,4,1,4,2,22,-0.057795447,1,1,0,0,1,0,0,1,-0.430821698,0.008557205,0.56690922,0.962057214,0.573059215
1,1,1,1,1,1,1,54,2,3,0,3,1,4,0,NA,0.14321689,1,0,0,1,1,0,0,1,-0.430821698,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,25,1,1,0,3,0,11,0,20,-0.689548506,0,1,0,0,1,0,0,0,-0.690672303,-0.419133599,0.40180687,0.962057214,0.573059215
1,1,1,1,1,1,1,54,2,1,0,4,0,4,0,NA,0.14321689,1,1,0,0,1,0,0,1,-0.690672303,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,57,2,1,0,4,1,1,0,19,0.229365034,1,1,0,0,1,1,0,0,-0.430821698,-0.419133599,0.319255694,0.962057214,0.573059215
1,1,1,1,1,1,1,66,1,1,0,1,0,2,0,21,0.487809468,0,1,0,0,0,0,1,0,-0.690672303,-0.419133599,0.484358045,0.962057214,0.573059215
1,1,0,1,0,0,0,69,1,1,0,0,0,10,4,NA,0.573957612,0,1,0,0,0,0,0,0,-0.690672303,0.436248009,NA,-0.230152674,0.188342014
1,1,1,1,1,1,1,50,2,3,0,4,3,4,0,21,0.028352698,1,0,0,1,1,0,0,1,0.088879513,-0.419133599,0.484358045,0.962057214,0.573059215
1,1,1,1,1,1,1,65,2,3,0,1,3,1,0,17,0.45909342,1,0,0,1,0,1,0,0,0.088879513,-0.419133599,0.154153344,0.962057214,0.573059215
1,1,1,1,1,1,1,74,1,1,0,4,0,4,0,24,0.717537853,0,1,0,0,1,0,0,1,-0.690672303,-0.419133599,0.732011571,0.962057214,0.573059215
0,1,0,1,0,1,0,68,1,1,0,3,5,6,0,NA,0.545241564,0,1,0,0,1,0,0,0,0.608580724,-0.419133599,NA,-0.438298029,0.256542133
1,1,1,1,1,1,1,65,1,1,0,4,4,1,0,18,0.45909342,0,1,0,0,1,1,0,0,0.348730119,-0.419133599,0.236704519,0.962057214,0.573059215
1,1,1,1,1,1,1,54,1,1,0,3,2,4,0,25,0.14321689,0,1,0,0,1,0,0,1,-0.170971092,-0.419133599,0.814562746,0.962057214,0.573059215
0,1,1,1,1,1,1,40,2,3,0,4,4,4,0,NA,-0.258807784,1,0,0,1,1,0,0,1,0.348730119,-0.419133599,NA,0.250984039,0.173132724
1,1,1,1,1,1,1,71,1,3,0,3,4,6,2,25,0.631389708,0,0,0,1,1,0,0,0,0.348730119,0.008557205,0.814562746,0.962057214,0.573059215
1,1,1,1,1,1,1,37,2,2,0,1,3,4,0,18,-0.344955928,1,0,1,0,0,0,0,1,0.088879513,-0.419133599,0.236704519,0.962057214,0.573059215
1,1,1,1,1,1,1,51,2,2,0,1,2,1,5,NA,0.057068746,1,0,1,0,0,1,0,0,-0.170971092,0.650093411,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,34,2,2,0,1,0,11,8,21,-0.431104072,1,0,1,0,0,0,0,0,-0.690672303,1.291629616,0.484358045,0.962057214,0.573059215
1,1,1,1,1,1,1,69,2,1,0,3,NA,1,0,18,0.573957612,1,1,0,0,1,1,0,0,NA,-0.419133599,0.236704519,0.962057214,0.573059215
0,1,0,1,0,1,1,68,2,2,0,1,0,1,5,10,0.545241564,1,0,1,0,0,1,0,0,-0.690672303,0.650093411,-0.423704883,-0.057374135,0.136837285
1,1,1,1,1,1,1,32,1,2,0,1,2,1,1,22,-0.488536169,0,0,1,0,0,1,0,0,-0.170971092,-0.205288197,0.56690922,0.962057214,0.573059215
0,0,0,1,0,1,0,74,2,1,0,1,6,2,0,NA,0.717537853,1,1,0,0,0,0,1,0,0.868431329,-0.419133599,NA,-0.729203642,0.323631624
1,1,1,1,1,1,1,37,2,2,0,2,1,4,0,16,-0.344955928,1,0,1,0,0,0,0,1,-0.430821698,-0.419133599,0.071602168,0.962057214,0.573059215
1,1,1,1,1,1,1,50,1,1,0,1,1,4,0,NA,0.028352698,0,1,0,0,0,0,0,1,-0.430821698,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,63,1,1,0,1,0,4,0,14,0.401661323,0,1,0,0,0,0,0,1,-0.690672303,-0.419133599,-0.093500182,0.962057214,0.573059215
1,1,1,1,1,1,1,50,1,1,0,0,NA,4,0,19,0.028352698,0,1,0,0,0,0,0,1,NA,-0.419133599,0.319255694,0.962057214,0.573059215
0,0,0,1,0,1,0,21,1,3,1,1,0,2,3,18,-0.804412698,0,0,0,1,0,0,1,0,-0.690672303,0.222402607,0.236704519,-0.729203642,0.323631624
0,1,1,1,1,1,1,40,1,3,0,1,0,5,2,19,-0.258807784,0,0,0,1,0,0,0,0,-0.690672303,0.008557205,0.319255694,0.250984039,0.173132724
