abany,abdefect,abnomore,abhlth,abpoor,abrape,absingle,age,sex,race,hispanic,degree,partyid,relig,relactiv,rincom06,z.age,female,white,black,otherrace,collegeed,protestant,catholic,atheist,z.partyid,z.relactiv,z.rincom06,prochoice,se_prochoice
1,1,1,1,1,1,1,28,1,1,0,3,0,4,0,23,-0.603400361,0,1,0,0,1,0,0,1,-0.690672303,-0.419133599,0.649460396,0.962057214,0.573059215
0,1,1,1,1,1,0,41,2,1,1,0,3,2,0,11,-0.230091736,1,1,0,0,0,0,1,0,0.088879513,-0.419133599,-0.341153708,0.026786788,0.127635481
1,1,1,1,1,1,1,22,1,1,0,0,2,2,2,NA,-0.77569665,0,1,0,0,0,0,1,0,-0.170971092,0.008557205,NA,0.962057214,0.573059215
0,0,0,1,0,0,0,33,2,3,1,1,4,11,0,1,-0.459820121,1,0,0,1,0,0,0,0,0.348730119,-0.419133599,-1.166665461,-1.102688074,0.377283687
1,1,1,1,1,1,1,42,2,1,0,3,1,2,3,21,-0.201375687,1,1,0,0,1,0,1,0,-0.430821698,0.222402607,0.484358045,0.962057214,0.573059215
1,1,1,1,1,1,1,29,1,1,1,3,1,4,0,21,-0.574684313,0,1,0,0,1,0,0,1,-0.430821698,-0.419133599,0.484358045,0.962057214,0.573059215
1,1,1,1,1,1,1,44,1,1,0,4,2,2,3,25,-0.143943591,0,1,0,0,1,0,1,0,-0.170971092,0.222402607,0.814562746,0.962057214,0.573059215
1,1,1,1,1,1,1,30,2,1,0,3,3,4,0,19,-0.545968265,1,1,0,0,1,0,0,1,0.088879513,-0.419133599,0.319255694,0.962057214,0.573059215
1,1,1,1,1,1,1,37,2,1,0,3,3,4,0,10,-0.344955928,1,1,0,0,1,0,0,1,0.088879513,-0.419133599,-0.423704883,0.962057214,0.573059215
1,1,1,1,1,1,1,70,1,1,0,4,1,4,0,NA,0.60267366,0,1,0,0,1,0,0,1,-0.430821698,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,64,2,1,0,3,6,2,2,8,0.430377371,1,1,0,0,1,0,1,0,0.868431329,0.008557205,-0.588807234,0.962057214,0.573059215
1,1,1,1,1,1,1,76,2,1,0,4,0,4,0,NA,0.774969949,1,1,0,0,1,0,0,1,-0.690672303,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,0,1,1,50,1,1,0,3,1,4,2,NA,0.028352698,0,1,0,0,1,0,0,1,-0.430821698,0.008557205,NA,0.219128625,0.161146865
0,0,0,1,0,0,0,38,2,3,1,3,4,2,2,16,-0.31623988,1,0,0,1,1,0,1,0,0.348730119,0.008557205,0.071602168,-1.102688074,0.377283687
1,1,1,1,1,1,1,49,2,1,0,3,3,1,2,18,-0.000363351,1,1,0,0,1,1,0,0,0.088879513,0.008557205,0.236704519,0.962057214,0.573059215
0,0,0,0,0,0,0,68,2,1,0,1,4,1,7,12,0.545241564,1,1,0,0,0,1,0,0,0.348730119,1.077784214,-0.258602533,-1.716551686,0.515365984
0,1,0,1,0,1,0,53,1,1,0,1,5,1,1,19,0.114500842,0,1,0,0,0,1,0,0,0.608580724,-0.205288197,0.319255694,-0.438298029,0.256542133
0,0,0,0,0,0,0,30,2,1,0,3,5,1,5,19,-0.545968265,1,1,0,0,1,1,0,0,0.608580724,0.650093411,0.319255694,-1.716551686,0.515365984
1,1,1,1,1,1,1,44,2,1,0,3,6,1,1,NA,-0.143943591,1,1,0,0,1,1,0,0,0.868431329,-0.205288197,NA,0.962057214,0.573059215
0,0,0,1,0,1,0,56,1,2,0,1,NA,1,7,11,0.200648986,0,0,1,0,0,1,0,0,NA,1.077784214,-0.341153708,-0.729203642,0.323631624
0,1,0,1,0,1,0,31,2,2,0,0,3,1,0,6,-0.517252217,1,0,1,0,0,1,0,0,0.088879513,-0.419133599,-0.753909585,-0.438298029,0.256542133
1,1,1,1,1,1,1,55,2,2,0,1,3,4,0,18,0.171932938,1,0,1,0,0,0,0,1,0.088879513,-0.419133599,0.236704519,0.962057214,0.573059215
0,1,0,1,0,1,0,54,1,3,1,1,6,1,9,12,0.14321689,0,0,0,1,0,1,0,0,0.868431329,1.505475018,-0.258602533,-0.438298029,0.256542133
0,1,0,1,0,1,0,54,2,1,0,3,4,1,0,20,0.14321689,1,1,0,0,1,1,0,0,0.348730119,-0.419133599,0.40180687,-0.438298029,0.256542133
0,1,0,1,0,1,0,70,2,1,0,1,6,1,7,12,0.60267366,1,1,0,0,0,1,0,0,0.868431329,1.077784214,-0.258602533,-0.438298029,0.256542133
0,1,0,1,0,1,0,47,1,2,0,1,0,1,3,24,-0.057795447,0,0,1,0,0,1,0,0,-0.690672303,0.222402607,0.732011571,-0.438298029,0.256542133
1,1,1,1,1,1,1,47,1,1,0,3,5,1,0,20,-0.057795447,0,1,0,0,1,1,0,0,0.608580724,-0.419133599,0.40180687,0.962057214,0.573059215
1,1,1,1,1,1,1,33,1,1,0,2,2,4,6,NA,-0.459820121,0,1,0,0,0,0,0,1,-0.170971092,0.863938813,NA,0.962057214,0.573059215
1,1,0,1,0,1,1,47,1,2,0,1,2,4,0,3,-0.057795447,0,0,1,0,0,0,0,1,-0.170971092,-0.419133599,-1.001563111,0.066098061,0.130265451
1,1,1,1,1,1,1,40,2,1,0,3,1,1,2,NA,-0.258807784,1,1,0,0,1,1,0,0,-0.430821698,0.008557205,NA,0.962057214,0.573059215
0,0,0,1,0,1,0,42,2,2,0,1,1,1,7,11,-0.201375687,1,0,1,0,0,1,0,0,-0.430821698,1.077784214,-0.341153708,-0.729203642,0.323631624
1,1,0,1,1,1,0,18,2,1,0,1,4,1,1,NA,-0.890560843,1,1,0,0,0,1,0,0,0.348730119,-0.205288197,NA,0.022468689,0.127572276
0,0,0,0,0,1,0,58,2,1,0,1,3,4,0,NA,0.258081083,1,1,0,0,0,0,0,1,0.088879513,-0.419133599,NA,-1.136585879,0.382354647
0,1,0,1,0,1,0,76,2,1,0,2,3,1,3,NA,0.774969949,1,1,0,0,0,1,0,0,0.088879513,0.222402607,NA,-0.438298029,0.256542133
1,1,1,1,1,1,1,66,1,2,0,3,0,2,2,NA,0.487809468,0,0,1,0,1,0,1,0,-0.690672303,0.008557205,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,83,2,1,0,4,0,4,0,NA,0.975982286,1,1,0,0,1,0,0,1,-0.690672303,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,66,1,1,0,3,1,4,0,14,0.487809468,0,1,0,0,1,0,0,1,-0.430821698,-0.419133599,-0.093500182,0.962057214,0.573059215
1,1,1,1,1,1,1,61,2,1,0,1,5,3,7,NA,0.344229227,1,1,0,0,0,0,0,0,0.608580724,1.077784214,NA,0.962057214,0.573059215
0,0,0,0,0,0,0,57,1,1,1,3,4,2,7,25,0.229365034,0,1,0,0,1,0,1,0,0.348730119,1.077784214,0.814562746,-1.716551686,0.515365984
0,1,0,1,0,1,0,58,1,1,0,1,4,2,0,22,0.258081083,0,1,0,0,0,0,1,0,0.348730119,-0.419133599,0.56690922,-0.438298029,0.256542133
1,1,1,1,1,1,1,29,1,3,0,3,1,2,5,19,-0.574684313,0,0,0,1,1,0,1,0,-0.430821698,0.650093411,0.319255694,0.962057214,0.573059215
1,1,1,1,1,1,1,36,1,1,0,3,0,2,0,20,-0.373671976,0,1,0,0,1,0,1,0,-0.690672303,-0.419133599,0.40180687,0.962057214,0.573059215
1,1,1,1,1,1,1,43,2,1,0,3,6,2,2,NA,-0.172659639,1,1,0,0,1,0,1,0,0.868431329,0.008557205,NA,0.962057214,0.573059215
0,0,0,0,0,1,0,26,1,1,0,1,4,5,2,18,-0.660832458,0,1,0,0,0,0,0,0,0.348730119,0.008557205,0.236704519,-1.136585879,0.382354647
1,1,1,1,1,1,1,71,2,1,0,1,6,1,0,NA,0.631389708,1,1,0,0,0,1,0,0,0.868431329,-0.419133599,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,67,1,1,0,3,5,1,1,NA,0.516525516,0,1,0,0,1,1,0,0,0.608580724,-0.205288197,NA,-0.438298029,0.256542133
1,0,1,1,0,1,0,31,2,3,0,3,3,7,3,NA,-0.517252217,1,0,0,1,1,0,0,0,0.088879513,0.222402607,NA,-0.050377342,0.135323515
1,1,1,1,1,1,1,40,1,3,0,3,3,7,3,NA,-0.258807784,0,0,0,1,1,0,0,0,0.088879513,0.222402607,NA,0.962057214,0.573059215
0,0,0,1,0,1,0,70,2,1,0,1,1,2,3,13,0.60267366,1,1,0,0,0,0,1,0,-0.430821698,0.222402607,-0.176051357,-0.729203642,0.323631624
1,1,0,1,0,1,1,62,2,1,0,2,5,1,1,NA,0.372945275,1,1,0,0,0,1,0,0,0.608580724,-0.205288197,NA,0.066098061,0.130265451
1,1,1,1,1,1,1,21,2,1,0,1,0,3,0,11,-0.804412698,1,1,0,0,0,0,0,0,-0.690672303,-0.419133599,-0.341153708,0.962057214,0.573059215
1,1,1,1,1,1,1,41,1,1,0,1,0,1,0,18,-0.230091736,0,1,0,0,0,1,0,0,-0.690672303,-0.419133599,0.236704519,0.962057214,0.573059215
1,1,0,1,1,1,1,76,2,2,0,0,0,1,4,NA,0.774969949,1,0,1,0,0,1,0,0,-0.690672303,0.436248009,NA,0.243179269,0.169995797
0,0,0,1,0,0,0,30,1,1,0,1,6,1,3,6,-0.545968265,0,1,0,0,0,1,0,0,0.868431329,0.222402607,-0.753909585,-1.102688074,0.377283687
0,1,1,0,1,1,1,55,2,2,0,1,0,1,5,NA,0.171932938,1,0,1,0,0,1,0,0,-0.690672303,0.650093411,NA,0.168908299,0.146816365
1,1,1,1,0,1,0,26,2,2,0,2,2,4,0,9,-0.660832458,1,0,1,0,0,0,0,1,-0.170971092,-0.419133599,-0.506256059,0.008152161,0.127769447
1,1,1,1,1,1,1,49,2,2,0,0,0,1,3,4,-0.000363351,1,0,1,0,0,1,0,0,-0.690672303,0.222402607,-0.919011935,0.962057214,0.573059215
1,1,1,1,1,1,1,50,2,1,0,1,1,2,5,NA,0.028352698,1,1,0,0,0,0,1,0,-0.430821698,0.650093411,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,76,2,1,0,1,6,2,4,NA,0.774969949,1,1,0,0,0,0,1,0,0.868431329,0.436248009,NA,-0.438298029,0.256542133
0,1,1,1,1,1,1,53,1,1,0,1,5,2,3,21,0.114500842,0,1,0,0,0,0,1,0,0.608580724,0.222402607,0.484358045,0.250984039,0.173132724
0,1,0,1,1,1,0,31,2,1,0,1,6,2,0,NA,-0.517252217,1,1,0,0,0,0,1,0,0.868431329,-0.419133599,NA,-0.111693461,0.150989598
1,1,1,1,1,1,1,37,2,2,0,3,2,11,2,20,-0.344955928,1,0,1,0,1,0,0,0,-0.170971092,0.008557205,0.40180687,0.962057214,0.573059215
1,1,1,1,1,1,1,40,2,1,0,4,2,6,2,17,-0.258807784,1,1,0,0,1,0,0,0,-0.170971092,0.008557205,0.154153344,0.962057214,0.573059215
1,1,1,1,1,1,1,25,2,2,0,1,1,1,0,10,-0.689548506,1,0,1,0,0,1,0,0,-0.430821698,-0.419133599,-0.423704883,0.962057214,0.573059215
1,1,1,1,1,1,1,51,1,3,1,1,3,2,0,22,0.057068746,0,0,0,1,0,0,1,0,0.088879513,-0.419133599,0.56690922,0.962057214,0.573059215
1,1,1,1,1,1,1,79,2,2,0,2,2,1,2,12,0.861118093,1,0,1,0,0,1,0,0,-0.170971092,0.008557205,-0.258602533,0.962057214,0.573059215
1,1,0,1,1,1,1,24,2,2,0,1,3,4,0,10,-0.718264554,1,0,1,0,0,0,0,1,0.088879513,-0.419133599,-0.423704883,0.243179269,0.169995797
1,1,1,1,1,1,1,64,2,2,0,3,3,1,1,NA,0.430377371,1,0,1,0,1,1,0,0,0.088879513,-0.205288197,NA,0.962057214,0.573059215
0,0,0,1,0,0,0,27,2,2,0,1,1,1,4,6,-0.632116409,1,0,1,0,0,1,0,0,-0.430821698,0.436248009,-0.753909585,-1.102688074,0.377283687
0,1,0,1,0,1,0,36,1,1,0,3,4,4,0,18,-0.373671976,0,1,0,0,1,0,0,1,0.348730119,-0.419133599,0.236704519,-0.438298029,0.256542133
1,1,1,1,1,1,1,63,1,1,0,1,4,4,0,NA,0.401661323,0,1,0,0,0,0,0,1,0.348730119,-0.419133599,NA,0.962057214,0.573059215
0,1,0,1,0,1,0,36,2,2,0,4,0,1,0,21,-0.373671976,1,0,1,0,1,1,0,0,-0.690672303,-0.419133599,0.484358045,-0.438298029,0.256542133
0,0,0,0,0,1,0,40,1,1,1,1,3,2,0,17,-0.258807784,0,1,0,0,0,0,1,0,0.088879513,-0.419133599,0.154153344,-1.136585879,0.382354647
0,1,0,1,0,1,0,32,2,1,1,1,0,2,1,NA,-0.488536169,1,1,0,0,0,0,1,0,-0.690672303,-0.205288197,NA,-0.438298029,0.256542133
0,1,1,1,1,1,0,47,2,1,1,1,3,1,2,NA,-0.057795447,1,1,0,0,0,1,0,0,0.088879513,0.008557205,NA,0.026786788,0.127635481
1,1,0,1,0,1,1,32,2,3,1,1,1,2,2,20,-0.488536169,1,0,0,1,0,0,1,0,-0.430821698,0.008557205,0.40180687,0.066098061,0.130265451
0,1,0,1,1,1,0,57,1,1,1,1,1,4,0,15,0.229365034,0,1,0,0,0,0,0,1,-0.430821698,-0.419133599,-0.010949007,-0.111693461,0.150989598
0,0,0,0,0,1,0,60,1,1,1,1,3,2,0,18,0.315513179,0,1,0,0,0,0,1,0,0.088879513,-0.419133599,0.236704519,-1.136585879,0.382354647
0,0,0,1,0,0,0,47,2,1,0,4,5,2,5,11,-0.057795447,1,1,0,0,1,0,1,0,0.608580724,0.650093411,-0.341153708,-1.102688074,0.377283687
0,1,0,1,0,1,0,67,2,1,0,4,5,1,7,NA,0.516525516,1,1,0,0,1,1,0,0,0.608580724,1.077784214,NA,-0.438298029,0.256542133
1,1,1,1,1,1,1,65,1,1,1,4,1,4,0,25,0.45909342,0,1,0,0,1,0,0,1,-0.430821698,-0.419133599,0.814562746,0.962057214,0.573059215
0,1,0,1,0,0,0,61,2,1,0,3,5,2,7,1,0.344229227,1,1,0,0,1,0,1,0,0.608580724,1.077784214,-1.166665461,-0.689739486,0.316600417
1,1,1,1,1,1,1,80,1,1,0,1,6,1,7,NA,0.889834141,0,1,0,0,0,1,0,0,0.868431329,1.077784214,NA,0.962057214,0.573059215
0,0,0,1,0,0,0,33,2,1,0,3,6,2,2,19,-0.459820121,1,1,0,0,1,0,1,0,0.868431329,0.008557205,0.319255694,-1.102688074,0.377283687
0,1,0,1,0,1,0,34,2,1,0,3,3,1,0,20,-0.431104072,1,1,0,0,1,1,0,0,0.088879513,-0.419133599,0.40180687,-0.438298029,0.256542133
1,1,1,1,1,1,0,39,1,2,0,4,0,1,5,20,-0.287523832,0,0,1,0,1,1,0,0,-0.690672303,0.650093411,0.40180687,0.158220972,0.144443559
0,0,0,1,0,0,0,70,2,2,0,1,0,1,5,NA,0.60267366,1,0,1,0,0,1,0,0,-0.690672303,0.650093411,NA,-1.102688074,0.377283687
0,1,0,1,0,1,0,40,2,2,0,1,1,1,2,14,-0.258807784,1,0,1,0,0,1,0,0,-0.430821698,0.008557205,-0.093500182,-0.438298029,0.256542133
0,0,0,1,0,1,0,48,1,1,0,2,6,1,0,20,-0.029079399,0,1,0,0,0,1,0,0,0.868431329,-0.419133599,0.40180687,-0.729203642,0.323631624
0,1,0,1,1,1,0,57,1,1,0,1,2,1,0,18,0.229365034,0,1,0,0,0,1,0,0,-0.170971092,-0.419133599,0.236704519,-0.111693461,0.150989598
1,1,1,1,1,1,1,53,1,1,0,1,6,2,0,19,0.114500842,0,1,0,0,0,0,1,0,0.868431329,-0.419133599,0.319255694,0.962057214,0.573059215
1,1,1,1,1,1,1,30,2,1,0,2,5,1,0,2,-0.545968265,1,1,0,0,0,1,0,0,0.608580724,-0.419133599,-1.084114286,0.962057214,0.573059215
0,0,0,1,0,0,0,59,2,1,1,1,NA,1,7,NA,0.286797131,1,1,0,0,0,1,0,0,NA,1.077784214,NA,-1.102688074,0.377283687
0,1,1,1,0,1,0,88,2,1,0,1,5,1,0,NA,1.119562527,1,1,0,0,0,1,0,0,0.608580724,-0.419133599,NA,-0.132540911,0.157111797
0,1,0,1,0,0,0,61,1,2,0,3,0,1,7,21,0.344229227,0,0,1,0,1,1,0,0,-0.690672303,1.077784214,0.484358045,-0.689739486,0.316600417
0,0,0,0,0,0,0,27,2,1,1,0,3,1,0,NA,-0.632116409,1,1,0,0,0,1,0,0,0.088879513,-0.419133599,NA,-1.716551686,0.515365984
1,1,0,1,0,1,0,27,2,2,0,1,0,1,0,8,-0.632116409,1,0,1,0,0,1,0,0,-0.690672303,-0.419133599,-0.588807234,-0.139170572,0.159109936
1,1,1,1,1,1,1,21,1,2,0,1,0,1,0,9,-0.804412698,0,0,1,0,0,1,0,0,-0.690672303,-0.419133599,-0.506256059,0.962057214,0.573059215
1,1,1,1,1,1,1,59,2,2,0,0,NA,2,7,NA,0.286797131,1,0,1,0,0,0,1,0,NA,1.077784214,NA,0.962057214,0.573059215
0,1,0,1,1,1,0,37,1,3,1,0,3,1,0,15,-0.344955928,0,0,0,1,0,1,0,0,0.088879513,-0.419133599,-0.010949007,-0.111693461,0.150989598
1,1,1,1,1,1,1,37,1,1,1,2,1,2,0,14,-0.344955928,0,1,0,0,0,0,1,0,-0.430821698,-0.419133599,-0.093500182,0.962057214,0.573059215
1,0,0,1,1,0,1,40,1,1,1,3,0,2,0,NA,-0.258807784,0,1,0,0,1,0,1,0,-0.690672303,-0.419133599,NA,0.101034966,0.13458309
0,1,0,1,0,1,0,26,2,1,1,1,1,2,0,NA,-0.660832458,1,1,0,0,0,0,1,0,-0.430821698,-0.419133599,NA,-0.438298029,0.256542133
1,1,1,1,1,1,1,53,2,2,0,3,0,1,0,19,0.114500842,1,0,1,0,1,1,0,0,-0.690672303,-0.419133599,0.319255694,0.962057214,0.573059215
1,1,1,1,1,1,1,53,1,1,0,3,5,1,0,24,0.114500842,0,1,0,0,1,1,0,0,0.608580724,-0.419133599,0.732011571,0.962057214,0.573059215
1,1,0,1,1,1,1,58,2,2,0,4,0,1,3,23,0.258081083,1,0,1,0,1,1,0,0,-0.690672303,0.222402607,0.649460396,0.243179269,0.169995797
0,0,0,0,0,0,0,52,2,1,0,0,5,1,3,NA,0.085784794,1,1,0,0,0,1,0,0,0.608580724,0.222402607,NA,-1.716551686,0.515365984
1,1,1,1,0,1,0,48,2,1,0,1,6,1,2,16,-0.029079399,1,1,0,0,0,1,0,0,0.868431329,0.008557205,0.071602168,0.008152161,0.127769447
1,1,1,1,0,1,1,62,2,1,0,1,3,1,5,NA,0.372945275,1,1,0,0,0,1,0,0,0.088879513,0.650093411,NA,0.219128625,0.161146865
0,1,0,1,0,1,0,26,2,1,0,1,5,1,3,17,-0.660832458,1,1,0,0,0,1,0,0,0.608580724,0.222402607,0.154153344,-0.438298029,0.256542133
1,1,1,1,1,1,1,38,2,2,0,3,0,11,4,19,-0.31623988,1,0,1,0,1,0,0,0,-0.690672303,0.436248009,0.319255694,0.962057214,0.573059215
0,1,0,1,0,1,0,52,2,2,0,0,0,4,8,4,0.085784794,1,0,1,0,0,0,0,1,-0.690672303,1.291629616,-0.919011935,-0.438298029,0.256542133
0,0,0,0,0,0,0,29,1,1,1,1,3,11,9,NA,-0.574684313,0,1,0,0,0,0,0,0,0.088879513,1.505475018,NA,-1.716551686,0.515365984
0,1,0,1,0,1,0,32,2,2,0,2,0,1,4,16,-0.488536169,1,0,1,0,0,1,0,0,-0.690672303,0.436248009,0.071602168,-0.438298029,0.256542133
0,1,0,1,1,1,0,48,2,1,1,3,4,2,2,20,-0.029079399,1,1,0,0,1,0,1,0,0.348730119,0.008557205,0.40180687,-0.111693461,0.150989598
1,1,0,1,0,0,0,53,1,1,1,1,2,4,0,10,0.114500842,0,1,0,0,0,0,0,1,-0.170971092,-0.419133599,-0.423704883,-0.230152674,0.188342014
0,0,0,0,0,0,0,45,1,1,1,0,3,1,3,11,-0.115227543,0,1,0,0,0,1,0,0,0.088879513,0.222402607,-0.341153708,-1.716551686,0.515365984
0,0,0,0,0,0,0,32,2,1,0,4,6,1,3,13,-0.488536169,1,1,0,0,1,1,0,0,0.868431329,0.222402607,-0.176051357,-1.716551686,0.515365984
1,1,0,1,1,1,0,25,2,2,0,1,1,1,0,NA,-0.689548506,1,0,1,0,0,1,0,0,-0.430821698,-0.419133599,NA,0.022468689,0.127572276
0,1,1,1,1,1,1,79,1,2,0,0,1,1,0,NA,0.861118093,0,0,1,0,0,1,0,0,-0.430821698,-0.419133599,NA,0.250984039,0.173132724
1,1,1,1,1,0,1,55,1,2,0,1,0,2,5,NA,0.171932938,0,0,1,0,0,0,1,0,-0.690672303,0.650093411,NA,0.45449388,0.283213444
0,0,0,1,0,0,0,78,1,2,0,1,0,1,0,NA,0.832402045,0,0,1,0,0,1,0,0,-0.690672303,-0.419133599,NA,-1.102688074,0.377283687
0,1,0,1,1,0,0,54,1,2,0,1,0,1,2,18,0.14321689,0,0,1,0,0,1,0,0,-0.690672303,0.008557205,0.236704519,-0.192274063,0.17582166
0,1,0,1,0,0,0,72,2,1,1,0,6,2,0,NA,0.660105756,1,1,0,0,0,0,1,0,0.868431329,-0.419133599,NA,-0.689739486,0.316600417
0,1,0,1,0,0,0,50,2,1,1,0,3,4,0,14,0.028352698,1,1,0,0,0,0,0,1,0.088879513,-0.419133599,-0.093500182,-0.689739486,0.316600417
0,0,0,0,0,0,0,79,1,1,1,1,0,11,3,NA,0.861118093,0,1,0,0,0,0,0,0,-0.690672303,0.222402607,NA,-1.716551686,0.515365984
0,1,0,1,1,1,0,75,2,3,1,1,3,2,3,NA,0.746253901,1,0,0,1,0,0,1,0,0.088879513,0.222402607,NA,-0.111693461,0.150989598
0,0,1,0,0,1,0,47,1,1,1,1,1,4,0,16,-0.057795447,0,1,0,0,0,0,0,1,-0.430821698,-0.419133599,0.071602168,-0.383995016,0.239804296
0,1,0,1,1,1,0,75,1,2,0,1,0,1,7,19,0.746253901,0,0,1,0,0,1,0,0,-0.690672303,1.077784214,0.319255694,-0.111693461,0.150989598
1,1,1,1,1,1,1,48,2,1,1,1,1,2,3,NA,-0.029079399,1,1,0,0,0,0,1,0,-0.430821698,0.222402607,NA,0.962057214,0.573059215
0,0,0,1,0,0,0,63,2,2,0,3,1,1,6,10,0.401661323,1,0,1,0,1,1,0,0,-0.430821698,0.863938813,-0.423704883,-1.102688074,0.377283687
0,1,0,1,0,0,0,43,1,1,0,4,4,9,3,20,-0.172659639,0,1,0,0,1,0,0,0,0.348730119,0.222402607,0.40180687,-0.689739486,0.316600417
1,1,1,1,1,1,1,40,1,1,1,4,1,4,0,22,-0.258807784,0,1,0,0,1,0,0,1,-0.430821698,-0.419133599,0.56690922,0.962057214,0.573059215
0,0,0,1,0,1,0,18,2,2,0,1,1,4,2,NA,-0.890560843,1,0,1,0,0,0,0,1,-0.430821698,0.008557205,NA,-0.729203642,0.323631624
1,1,1,1,1,1,1,33,1,1,1,1,5,4,0,16,-0.459820121,0,1,0,0,0,0,0,1,0.608580724,-0.419133599,0.071602168,0.962057214,0.573059215
1,1,0,1,0,1,0,42,1,1,0,1,5,2,2,25,-0.201375687,0,1,0,0,0,0,1,0,0.608580724,0.008557205,0.814562746,-0.139170572,0.159109936
1,1,1,1,1,1,1,40,2,1,0,4,3,11,0,NA,-0.258807784,1,1,0,0,1,0,0,0,0.088879513,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,35,1,1,0,4,0,2,1,24,-0.402388024,0,1,0,0,1,0,1,0,-0.690672303,-0.205288197,0.732011571,0.962057214,0.573059215
1,1,1,1,1,1,1,66,1,2,0,1,2,4,2,1,0.487809468,0,0,1,0,0,0,0,1,-0.170971092,0.008557205,-1.166665461,0.962057214,0.573059215
0,1,0,1,0,1,0,49,1,2,0,1,5,1,2,19,-0.000363351,0,0,1,0,0,1,0,0,0.608580724,0.008557205,0.319255694,-0.438298029,0.256542133
0,0,0,0,0,0,0,30,2,2,0,1,0,11,0,5,-0.545968265,1,0,1,0,0,0,0,0,-0.690672303,-0.419133599,-0.83646076,-1.716551686,0.515365984
1,0,1,1,1,1,1,73,1,2,0,0,0,2,0,NA,0.688821805,0,0,1,0,0,0,1,0,-0.690672303,-0.419133599,NA,0.4255311,0.265629365
0,1,0,1,1,1,0,56,2,2,0,0,1,1,4,NA,0.200648986,1,0,1,0,0,1,0,0,-0.430821698,0.436248009,NA,-0.111693461,0.150989598
1,1,1,1,1,1,1,26,2,2,0,1,0,11,5,17,-0.660832458,1,0,1,0,0,0,0,0,-0.690672303,0.650093411,0.154153344,0.962057214,0.573059215
1,1,1,1,1,1,1,20,1,1,0,1,3,4,0,NA,-0.833128746,0,1,0,0,0,0,0,1,0.088879513,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,51,2,1,0,1,4,1,0,16,0.057068746,1,1,0,0,0,1,0,0,0.348730119,-0.419133599,0.071602168,0.962057214,0.573059215
1,1,1,1,1,1,1,58,2,1,0,1,1,2,3,19,0.258081083,1,1,0,0,0,0,1,0,-0.430821698,0.222402607,0.319255694,0.962057214,0.573059215
0,0,0,1,0,0,0,53,1,1,0,4,6,1,3,23,0.114500842,0,1,0,0,1,1,0,0,0.868431329,0.222402607,0.649460396,-1.102688074,0.377283687
1,1,1,1,1,1,1,37,1,1,0,3,5,2,1,22,-0.344955928,0,1,0,0,1,0,1,0,0.608580724,-0.205288197,0.56690922,0.962057214,0.573059215
0,1,0,1,1,1,1,54,1,3,1,0,2,1,0,17,0.14321689,0,0,0,1,0,1,0,0,-0.170971092,-0.419133599,0.154153344,0.085844409,0.132549494
1,1,1,1,1,1,1,37,2,2,0,2,0,1,0,NA,-0.344955928,1,0,1,0,0,1,0,0,-0.690672303,-0.419133599,NA,0.962057214,0.573059215
0,1,1,1,0,1,0,63,1,1,0,1,6,2,3,NA,0.401661323,0,1,0,0,0,0,1,0,0.868431329,0.222402607,NA,-0.132540911,0.157111797
0,0,0,0,0,0,0,22,1,1,0,1,3,4,2,2,-0.77569665,0,1,0,0,0,0,0,1,0.088879513,0.008557205,-1.084114286,-1.716551686,0.515365984
0,0,0,1,0,1,0,69,1,1,0,1,4,1,0,NA,0.573957612,0,1,0,0,0,1,0,0,0.348730119,-0.419133599,NA,-0.729203642,0.323631624
1,1,1,1,1,1,1,56,2,1,0,1,1,11,2,10,0.200648986,1,1,0,0,0,0,0,0,-0.430821698,0.008557205,-0.423704883,0.962057214,0.573059215
1,1,1,1,1,1,1,25,1,2,0,1,2,4,0,NA,-0.689548506,0,0,1,0,0,0,0,1,-0.170971092,-0.419133599,NA,0.962057214,0.573059215
1,1,1,1,1,1,1,55,2,1,0,1,0,4,0,17,0.171932938,1,1,0,0,0,0,0,1,-0.690672303,-0.419133599,0.154153344,0.962057214,0.573059215
0,1,1,1,0,1,0,73,1,1,1,1,5,1,1,NA,0.688821805,0,1,0,0,0,1,0,0,0.608580724,-0.205288197,NA,-0.132540911,0.157111797
0,1,0,1,0,1,0,53,2,1,0,1,0,11,0,NA,0.114500842,1,1,0,0,0,0,0,0,-0.690672303,-0.419133599,NA,-0.438298029,0.256542133
1,0,1,1,0,1,1,52,2,1,0,0,4,4,0,9,0.085784794,1,1,0,0,0,0,0,1,0.348730119,-0.419133599,-0.506256059,0.142107353,0.141235512
1,1,1,1,1,1,1,36,2,1,0,2,2,4,0,19,-0.373671976,1,1,0,0,0,0,0,1,-0.170971092,-0.419133599,0.319255694,0.962057214,0.573059215
0,0,0,0,0,0,0,31,2,1,0,1,3,1,7,15,-0.517252217,1,1,0,0,0,1,0,0,0.088879513,1.077784214,-0.010949007,-1.716551686,0.515365984
